File Name: dePie.log
Channel 4: 'Recto Femoral', 43693 values, engineering units: mV, no filters.
Channel 5: 'Biceps Femoral', 43693 values, engineering units: mV, no filters.
Channel 6: 'Vasto Medial', 43693 values, engineering units: mV, no filters.
Channel 7: 'EMG Semitendinoso', 43693 values, engineering units: mV, no filters.
Channel 8: 'Flexo-Extension', 43693 values, engineering units: deg, no filters.

0.0157	0.0007	0.0015	0.0075	1.1
0.0375	0.009	0.0105	0.0142	1.1
0.0637	0.012	0.0232	0.0165	1
0.0667	0.0127	0.0352	0.0172	1.1
0.0427	0.0105	0.027	0.015	0.9
0.0262	0.0075	-0.0015	0.0127	1.1
0.012	0.0052	-0.0308	0.009	1.2
-0.0098	0.0052	-0.0405	0.0052	0.9
-0.027	0.003	-0.03	0.0015	1
-0.024	0.0022	-0.0105	-0.0008	0.8
-0.0143	-0.0023	0.0052	-0.0083	1.3
0.0015	-0.0053	0.0105	-0.012	0.9
-0.003	-0.0053	0.0105	-0.0091	1.3
-0.0263	-0.003	0.0022	-0.0075	1
-0.0443	-0.0015	0.0127	-0.0091	1.1
-0.0555	-0.0023	0.0405	-0.0083	1
-0.0533	-0.003	0.057	-0.0091	1.2
-0.0458	-0.0053	0.0547	-0.0091	1.1
-0.0315	-0.0046	0.0495	-0.0053	1.1
-0.0113	-0.0053	0.06	-0.0068	1.1
0.0052	-0.0068	0.0907	-0.0068	1.1
-0.003	-0.0023	0.0832	0.0007	1.2
-0.0218	0.0037	0.003	0.0052	0.9
-0.0195	0.006	-0.0458	0.0067	1.1
-0.021	0.0045	-0.0495	0.0067	1
-0.0368	0.0045	-0.0458	0.0045	1.1
-0.0555	0.0007	-0.0158	0.0037	0.9
-0.0503	-0.003	-0.0165	0.003	1.2
-0.0503	-0.003	-0.0465	-0.0023	0.9
-0.0555	-0.003	-0.057	-0.0068	1.1
-0.042	-0.0053	-0.0495	-0.0046	1.2
-0.0195	-0.0068	-0.0143	-0.0075	1.1
0.0337	-0.0068	0.033	-0.0053	0.9
0.0885	-0.0015	0.0802	0.0007	1
0.1267	-0.0008	0.1117	0.0007	1
0.1177	0.0007	0.0765	0.0067	0.9
0.0555	0.003	0.018	0.0112	1.2
0.0037	0.0052	-0.0233	0.012	1.1
-0.0105	0.0037	-0.0675	0.012	1.2
-0.012	0.003	-0.081	0.0112	1.2
-0.0105	0.0045	-0.0983	0.0097	0.9
-0.0143	0.0097	-0.0983	0.012	1.1
-0.0315	0.0112	-0.0615	0.0067	0.9
-0.033	0.0082	-0.0181	0.0007	1.1
-0.0308	0.0045	0.042	-0.0068	1
-0.0293	-0.0008	0.0667	-0.0135	1
-0.0278	-0.0038	0.0712	-0.015	1.1
-0.0173	-0.0053	0.069	-0.0113	1
-0.0091	-0.003	0.0592	-0.0046	1.1
-0.0308	0.0007	0.048	0.0045	1.1
-0.0405	0.0007	0.048	0.0052	1.2
-0.0465	0.0015	0.0495	0.003	1.2
-0.0458	-0.0023	0.0202	0.0015	1.2
-0.03	-0.0053	0.0067	0.0007	1.1
-0.0083	-0.003	0.018	0.0007	1.1
0.0135	-0.0023	0.036	-0.0015	1.3
0.027	-0.0008	0.0442	0.0007	0.9
0.063	-0.0023	0.0352	0.0015	1.2
0.0712	-0.0023	0.0277	-0.0038	1.1
0.0412	-0.003	0.033	-0.0068	1.2
0.0082	-0.0053	0.0382	-0.0083	0.9
-0.0173	-0.0053	0.0435	-0.0075	1.2
-0.0195	-0.006	0.0487	-0.006	1.1
-0.0135	-0.0046	0.027	-0.0015	1.2
-0.003	-0.0046	0.0007	0.0015	1
-0.0046	-0.0046	-0.0218	0.0015	1.2
-0.0068	-0.0008	-0.0353	0.0052	1.1
0.0015	0.0052	-0.0308	0.0127	0.9
-0.012	0.009	-0.0293	0.0135	1.3
-0.0068	0.009	-0.027	0.0105	1
0.012	0.0097	-0.0346	0.0075	1.3
-0.0046	0.0082	-0.0413	0.006	1.1
-0.0128	0.0075	-0.03	0.003	1.2
-0.0091	0.0052	-0.0165	0.0015	1.1
-0.0053	0.006	0.0135	0.003	1.1
0.0067	0.0082	0.0577	0.0022	1.3
0.0052	0.0097	0.0712	0.003	1.2
-0.006	0.012	0.0247	0.0007	1.2
-0.021	0.0112	-0.015	-0.0008	1.1
-0.0068	0.006	-0.0353	0	1
0.0172	0.0007	-0.0518	-0.0068	1
0.0202	-0.0105	-0.0443	-0.0158	1.2
0.0135	-0.0158	-0.039	-0.015	1.2
0.003	-0.0091	-0.0285	-0.0091	1
0.012	-0.0075	-0.0285	-0.0046	1.2
0.009	-0.0068	-0.0225	-0.003	1.1
-0.0083	-0.0053	-0.0038	-0.0023	1.2
-0.0233	0.0015	0.0157	0.0022	1.2
-0.042	0.0015	0.036	-0.0008	1.2
-0.039	-0.003	0.033	-0.0083	1.3
-0.0308	-0.0053	0.0337	-0.0143	1
-0.0181	-0.0091	0.0322	-0.0158	1.2
-0.0181	-0.0038	0.0255	-0.0053	1.3
-0.021	0.0007	0.0195	-0.0023	1.1
-0.0128	0.0015	0.015	0	1.2
-0.012	0.0052	0.0495	0.0037	1.2
-0.0046	0.0052	0.1365	0.006	1.2
