File Name: 11Apie.log
Channel 1: 'Recto femoral', 19425 values, engineering units: mV, no filters.
Channel 2: 'Biceps Femoral', 19425 values, engineering units: mV, no filters.
Channel 3: 'Vasto Medial', 19425 values, engineering units: mV, no filters.
Channel 4: 'Semitendinoso', 19425 values, engineering units: mV, no filters.
Channel 5: 'Flexo', 19425 values, engineering units: deg, no filters.
Digitals combined (event=16, d=8, c=4, b=2, a=1): 19425 values, .

-0.0008	0.0052	-0.0008	-0.0008	1.4	31
-0.0008	0.024	0	-0.003	1.5	31
-0.0015	-0.0068	0.0015	-0.006	1.3	31
0.0007	-0.0105	0	-0.006	1.7	31
0.0015	0.0105	0	-0.0015	1.4	31
0.0015	0.0277	0.0015	0.0007	1.4	31
0.0007	0.0262	0.0015	-0.0008	1.8	31
0.0015	0.0037	0	0.0105	1.5	31
0.003	-0.0068	0	0.015	1.3	31
0.0015	-0.0158	0.0015	0.0052	1.6	31
0.0015	-0.0091	0.0007	0.0022	1.7	31
0.0007	0.0022	0.0015	0.0015	1.3	31
0.0007	0.0045	0.0022	0.003	1.7	31
-0.0008	0.018	0.0007	-0.0008	1.4	31
0.0007	0.0202	0.0007	-0.003	1.4	31
0.0007	0.006	-0.0008	-0.0046	1.4	31
0.0007	-0.0046	0.0007	-0.0068	1.4	31
0.0007	-0.0098	0	-0.0038	1.4	31
0	-0.0158	-0.0008	-0.0053	1.8	31
0	-0.0128	0.0007	-0.0046	1.5	31
0	-0.012	0.0007	-0.0046	1.3	31
0	-0.0091	0	-0.0008	1.6	31
-0.0008	-0.0068	-0.0015	-0.0008	1.5	31
-0.0008	-0.0128	-0.003	-0.0053	1.7	31
-0.0008	-0.0105	-0.0038	-0.003	1.6	31
-0.0008	-0.0046	-0.003	-0.0046	1.5	31
-0.0008	-0.003	-0.0023	-0.0046	1.5	31
0	-0.006	-0.0015	-0.0046	1.6	31
0.0007	-0.0068	-0.0008	-0.0068	1.4	31
-0.0008	-0.0046	0.0007	-0.0046	1.6	31
-0.0008	-0.0046	0.0007	-0.003	1.6	31
-0.0008	-0.003	-0.0008	-0.0046	1.5	31
-0.0008	-0.0023	-0.0015	-0.0008	1.5	31
-0.0015	-0.003	-0.0008	-0.0023	1.9	31
-0.0015	-0.003	-0.0008	-0.0038	1.4	31
0.0007	-0.0008	0	-0.0023	1.5	31
0.0007	0.006	0	-0.0046	1.5	31
-0.0008	0.0105	0.0007	-0.0023	1.5	31
0.0007	0.0052	0	-0.0023	1.5	31
0	0.0007	-0.0008	-0.003	1.5	31
0.0007	0	-0.0008	-0.0015	1.3	31
0.0015	-0.003	-0.0008	-0.0008	1.6	31
-0.0008	0.0022	0.0015	0.0007	1.4	31
-0.0008	0.0007	0.0007	0.0007	1.8	31
0.0007	-0.0023	-0.0008	-0.0008	1.3	31
-0.0008	-0.0046	0	-0.0015	1.5	31
-0.0015	-0.0091	0	0	1.8	31
0.0007	-0.0083	-0.0015	0.0015	1.5	31
0.0007	-0.0068	-0.003	0.0015	1.5	31
0.0007	0.0022	-0.0008	0.0007	1.8	31
-0.0008	0.003	0	0.0007	1.8	31
-0.0015	-0.0023	0.0015	0.003	1.4	31
-0.0015	-0.0053	0.0015	0.003	1.4	31
-0.0008	-0.0023	0	0.003	1.6	31
0.0007	0.0112	0.0007	0.0045	1.4	31
0.0007	0.0202	0.0007	0.0045	1.6	31
0.0007	0.012	0	0.0015	1.4	31
0	0.0007	0.0015	-0.0015	1.6	31
0.0007	-0.0008	0.0007	-0.003	1.4	31
0.0007	-0.0046	-0.0015	-0.0046	1.4	31
0.0007	-0.0046	0.0007	-0.003	1.6	31
0.0007	-0.0038	0.0015	0.0045	1.4	31
0.0007	-0.003	0.0015	0.0067	1.5	31
0	-0.0023	0.0007	-0.0015	1.8	31
-0.0015	-0.0038	0	0	1.5	31
-0.0015	-0.0038	-0.0008	0.0015	1.5	31
-0.0008	-0.0053	-0.0008	-0.0008	1.3	31
0.0015	-0.0038	0.0007	0.0015	1.5	31
0.003	-0.0046	-0.0008	-0.0008	1.3	31
0.0007	-0.0091	-0.0008	0	1.7	31
-0.0015	-0.0083	0.0007	-0.0008	1.6	31
-0.0015	-0.0083	-0.0008	-0.0023	1.7	31
-0.0008	-0.0105	0	-0.003	1.7	31
-0.0015	-0.0143	-0.0008	-0.0053	1.3	31
0.0007	-0.0165	-0.0008	-0.0046	1.8	31
0.0015	-0.0143	-0.0008	-0.0015	1.4	31
0.0007	-0.0015	-0.0015	0.003	1.6	31
0	0.0127	-0.0008	0.009	1.5	31
-0.0008	0.0082	-0.0008	0.0105	1.6	31
0.0007	0.0157	-0.0008	0.0022	1.7	31
0.0015	0.0315	-0.003	-0.0053	1.7	31
0.0007	0.0165	-0.0015	-0.0091	1.7	31
-0.0008	0.0045	0	-0.0053	1.3	31
-0.0008	0.0195	0.0007	-0.0038	1.7	31
0.0007	0.0202	0.0015	-0.0015	1.7	31
0.0007	0.0067	0.0007	0.0105	1.5	31
-0.0008	-0.0075	0.0007	0.0135	1.8	31
-0.0008	-0.0165	-0.0008	0.0015	1.5	31
0	-0.012	0	-0.0128	1.8	31
0.0007	-0.003	0.0015	-0.0128	1.5	31
-0.0008	-0.0015	0.003	-0.0098	1.5	31
-0.0015	-0.0068	0.003	-0.0113	1.7	31
-0.003	-0.0083	0.003	0.0015	1.5	31
-0.003	-0.0083	0.0022	0.0195	1.8	31
-0.0015	-0.0105	0.0007	0.024	1.5	31
-0.0015	-0.0113	0.0015	0.0157	1.8	31
0.0007	-0.0053	0.0007	0.0082	1.8	31
0.0007	0.0045	0	0.0007	1.8	31
0.0007	0.0105	0.0007	-0.0046	1.6	31
0.0015	0.0037	-0.0015	-0.0046	1.4	31
0.0007	-0.0023	-0.0015	-0.0068	1.8	31
0.0007	0.0007	0.0015	-0.0053	1.5	31
0.0015	-0.003	0	-0.0038	1.7	31
0	-0.0015	-0.0015	-0.0023	1.7	31
0	-0.0023	0	-0.0015	1.6	31
0.0015	-0.003	-0.0008	-0.003	1.8	31
0	-0.0015	-0.0008	-0.003	1.5	31
0.0007	-0.0046	-0.0015	-0.0046	1.6	31
0.0015	-0.0023	-0.0023	-0.0053	1.8	31
0.0015	-0.0023	-0.0008	-0.0091	1.5	31
0.0007	-0.0015	-0.0008	-0.0083	1.7	31
-0.0015	-0.0038	-0.003	-0.0053	1.8	31
-0.0015	-0.0046	-0.0015	-0.006	1.7	31
-0.0015	-0.003	-0.0015	-0.0053	1.6	31
-0.0015	-0.0046	-0.0046	-0.0046	1.8	31
0.0007	-0.003	-0.0046	-0.0038	1.4	31
-0.0008	-0.003	-0.0023	-0.0023	1.7	31
-0.0008	-0.0015	-0.0008	-0.0015	1.8	31
-0.0008	-0.003	-0.0008	-0.0023	1.5	31
0	-0.003	-0.0008	-0.0046	1.8	31
0	0	-0.0008	-0.0046	1.5	31
-0.0008	-0.0023	-0.0015	-0.0046	1.7	31
-0.0008	-0.003	-0.003	-0.003	1.8	31
-0.0015	-0.003	-0.0015	0.0007	1.4	31
-0.0015	0.0007	-0.0008	-0.003	1.8	31
-0.0015	-0.003	0.0007	-0.0075	1.8	31
-0.0008	-0.003	-0.0015	-0.0068	1.8	31
0.0007	0.0075	-0.0015	-0.006	1.6	31
0.0007	0.0045	-0.0008	-0.0008	1.8	31
0.0015	-0.0053	-0.0023	0.003	1.6	31
0.0015	-0.0098	-0.0015	-0.0008	1.5	31
0.0007	-0.0158	-0.0015	-0.003	1.8	31
0	-0.0203	-0.0008	-0.0038	1.5	31
-0.0008	-0.0203	0.0007	-0.006	1.6	31
-0.0008	-0.0173	0.003	-0.0091	1.8	31
0	-0.012	0.003	-0.0015	1.5	31
0.0007	0.0015	0.0015	0.003	1.8	31
0.0015	0.015	0.0015	0.0045	1.5	31
0.0007	0.0082	0.0022	0.0105	1.8	31
0	0.0165	0.003	0.012	1.8	31
0	0.0442	0.003	0.0127	1.6	31
0.0007	0.045	0.003	0.0097	1.8	31
0.0015	0.027	0.0007	0.0067	1.8	31
0.0007	0.0247	-0.0008	0.006	1.7	31
0	0.0195	0.003	0.0082	1.9	31
0.0007	0	0.0022	0.0067	1.8	31
-0.0008	-0.0046	0.0015	-0.0023	1.8	31
