File Name: 11Amar.log
Channel 1: 'Recto femoral', 27583 values, engineering units: mV, no filters.
Channel 2: 'Biceps Femoral', 27583 values, engineering units: mV, no filters.
Channel 3: 'Vasto Medial', 27583 values, engineering units: mV, no filters.
Channel 4: 'Semitendinoso', 27583 values, engineering units: mV, no filters.
Channel 5: 'Flexo', 27583 values, engineering units: deg, no filters.
Digitals combined (event=16, d=8, c=4, b=2, a=1): 27583 values, .

0.0007	-0.0038	0.0015	-0.015	44	31
0	-0.0053	-0.0113	-0.0488	42.3	31
-0.0008	-0.0015	-0.012	-0.0405	42.1	31
0.0007	-0.0015	-0.0113	-0.0046	41.9	31
0.0007	-0.0038	-0.0128	0.036	41.8	31
0.0007	-0.0046	-0.0128	0.0555	41.6	31
0.0007	-0.0015	-0.012	0.0292	41.4	31
0	0.0045	-0.012	0.006	40.9	31
0.0007	0.0082	-0.0105	0.0195	40.7	31
0	0.0067	-0.012	0.0367	40.8	31
-0.0015	0.003	-0.0105	0.0165	40	31
-0.0023	0.0015	-0.0105	-0.0165	40	31
-0.0015	-0.0008	-0.012	-0.0135	40	31
-0.0008	-0.0015	-0.0105	0.003	39.6	31
0.0007	-0.0008	-0.0098	0	39.1	31
0	-0.0008	-0.0091	0.006	39.4	31
0	-0.0008	-0.0098	0.009	38.9	31
0.0007	0.0007	-0.0068	0.003	38.5	31
0.0007	-0.0015	-0.0046	-0.003	38.5	31
0.0007	-0.003	-0.003	-0.0046	38.2	31
-0.0008	-0.003	-0.0015	0.0142	38.1	31
0.0007	-0.0015	-0.0008	0.033	38.2	31
-0.0008	0.0007	0	0.0142	37.6	31
-0.0008	-0.0008	0.0007	-0.0413	37.4	31
-0.0008	-0.0015	0.003	-0.0413	37.3	31
0.0007	-0.0023	0.0045	-0.0203	36.8	31
0.0015	-0.0023	0.0067	-0.0323	36.9	31
0.0007	-0.0008	0.0075	-0.0308	36.4	31
0	-0.0015	0.0082	-0.027	36.2	31
-0.0015	-0.0038	0.0075	0.0082	36.2	31
-0.0015	-0.0046	0.006	0.0105	35.8	31
-0.0015	-0.0008	0.0082	0.0142	35.6	31
-0.0015	0.0015	0.0075	0.063	35.5	31
-0.0008	0.0007	0.0075	0.048	35	31
-0.0008	0.0007	0.009	-0.0008	35	31
-0.0015	-0.0008	0.0105	-0.0038	34.8	31
-0.0023	-0.0015	0.0105	-0.0015	34.6	31
-0.0008	-0.0015	0.009	0.009	34.2	31
0	-0.0023	0.0127	0.0255	34.3	31
-0.0008	-0.0015	0.0112	0.0187	33.9	31
-0.0023	-0.0008	0.0105	-0.0195	33.7	31
-0.0023	0.0007	0.0112	-0.0578	33.5	31
-0.0008	0.0007	0.0105	-0.0285	33.2	31
-0.0015	0.0007	0.0097	-0.0195	33.2	31
0.0007	-0.0008	0.0097	-0.0338	32.7	31
0	-0.0015	0.009	-0.0458	32.4	31
-0.0023	-0.003	0.0075	-0.0608	32.4	31
-0.0015	-0.0023	0.006	-0.0285	31.9	31
-0.0008	-0.0008	0.0045	0.0045	32.2	31
-0.0008	0.0007	0.0045	0.075	31.6	31
-0.0008	0.0037	0.0045	0.135	31.5	31
0	0.0015	0.0045	0.0765	31.3	31
0.0007	-0.0008	0.0037	0.0022	30.9	31
0	-0.0015	0.006	-0.0233	30.6	31
-0.0008	-0.003	0.0082	-0.0308	30.5	31
-0.0008	-0.0008	0.0075	-0.0015	30.4	31
-0.0008	-0.0008	0.0067	-0.012	30	31
-0.0008	-0.0015	0.0052	-0.0465	30.1	31
0	-0.0015	0.0045	-0.0645	29.5	31
-0.0008	-0.0015	0.0037	-0.063	29.1	31
0	-0.0008	0.0037	-0.0008	29.3	31
0.0007	0.0015	0.003	0.0307	28.7	31
0.0007	0.0022	0.003	0.0697	28.8	31
-0.0008	0.0015	0.0045	0.0825	28.4	31
0.0007	0.0007	0.0007	0.0382	28.1	31
0	0.0007	-0.0015	0.0067	27.9	31
0.0007	-0.0046	-0.0015	-0.012	27.5	31
0.0022	-0.0075	-0.0008	-0.0128	27.4	31
0.0015	-0.0091	-0.0008	-0.006	27.1	31
0.0007	-0.0068	-0.0008	-0.0173	27	31
0.0022	-0.003	0.0015	-0.0346	26.6	31
0.003	-0.0046	0	-0.0368	26.5	31
0.003	-0.0038	0.0007	-0.0323	26.4	31
0.003	-0.0008	0.0015	0.0082	25.7	31
0.0007	0.0007	-0.0008	0.0577	26.1	31
-0.0008	0.0007	-0.003	0.0427	25.3	31
