File Name: 3Nsen.log
Channel 1: 'RF', 16860 values, engineering units: mV, no filters.
Channel 2: 'BF', 16860 values, engineering units: mV, no filters.
Channel 3: 'VM', 16860 values, engineering units: mV, no filters.
Channel 4: 'ST', 16860 values, engineering units: mV, no filters.
Channel 5: 'FX', 843 values, engineering units: deg, no filters, extrapolated from 50 to 1000 samples per second.

0	-0.0008	0.0007	0	-80.6
-0.0008	0.0007	0.0007	0	-80.6
0.0007	-0.0008	0.0007	0.0007	-80.6
0	-0.0008	0.0007	-0.0008	-80.6
-0.0015	-0.0023	0.0015	-0.0023	-80.6
0	-0.0015	0.0015	-0.0015	-80.6
0.0007	-0.0015	0.0015	-0.0023	-80.6
0.0015	-0.0023	0.0007	-0.0046	-80.6
0.0007	-0.0023	0.0007	-0.0038	-80.6
-0.0008	-0.0023	0	-0.0008	-80.6
0.0007	-0.0008	-0.0008	-0.0008	-80.6
-0.0008	-0.0008	0.0007	-0.0008	-80.6
-0.0015	-0.0015	0.0015	-0.0015	-80.6
0.0007	-0.003	0.0022	-0.0015	-80.6
-0.0008	-0.0008	0.0007	-0.0008	-80.6
-0.0008	0.0007	0.0015	-0.0015	-80.6
0.0015	0.0015	0.0007	-0.0015	-80.6
0.0007	0.0015	0.0015	0	-80.6
0.0007	0.0015	0.0015	0	-80.6
0.0007	0	0.0007	0.0007	-80.6
0.0007	-0.0008	0.0015	-0.0008	-80.6
-0.0008	-0.0008	0.0022	-0.0015	-80.6
-0.0015	0.0007	0.0037	-0.0008	-80.6
0.0007	0.0007	0.003	0	-80.6
0.0007	0	0.0015	0.0007	-80.6
-0.0008	-0.0008	0.0015	-0.0008	-80.6
-0.0008	-0.0008	0	-0.003	-80.6
-0.0015	0	0.003	-0.0008	-80.6
-0.0008	-0.0008	0.003	-0.0008	-80.6
0	0	0.003	-0.0015	-80.6
-0.0008	0.0007	0.003	-0.0015	-80.6
0.0007	-0.0008	0.0007	-0.003	-80.6
0.0007	0.0007	0.0015	-0.0015	-80.6
0	-0.0008	0.003	-0.0015	-80.6
-0.0015	0.0007	0.0015	-0.003	-80.6
-0.0015	-0.0008	0.0007	-0.0015	-80.6
-0.0015	-0.0015	0.0007	-0.0015	-80.6
-0.0015	-0.0008	0.0007	-0.0015	-80.6
0	-0.0015	0.0015	-0.0015	-80.6
-0.0008	-0.0015	0.0022	-0.0008	-80.6
0.0007	-0.0008	0.0015	-0.0008	-80.6
0.0015	0.0007	0.0022	-0.0015	-80.6
0.0007	-0.0008	0.0015	-0.0015	-80.6
0.0007	-0.0015	0.0015	-0.0023	-80.6
0	-0.0008	0.003	-0.0008	-80.6
0.0007	-0.0008	0.0015	-0.0008	-80.6
0.0007	-0.0008	0	-0.0008	-80.6
0	-0.0008	-0.0015	-0.0023	-80.6
0	-0.0008	-0.0008	-0.003	-80.6
-0.0008	-0.003	0	-0.003	-80.6
0.0007	-0.0023	0.003	-0.003	-80.6
0.0015	-0.0015	0.0015	-0.0023	-80.6
0.0015	-0.0008	0.0007	-0.0008	-80.6
0.0007	-0.0015	-0.0008	-0.0008	-80.6
-0.0008	-0.0046	-0.0015	-0.0015	-80.6
-0.0015	-0.0015	0	-0.0023	-80.6
-0.0015	-0.0015	0.0007	-0.0015	-80.6
0.0007	-0.0023	0	-0.0015	-80.6
0.0007	-0.0015	-0.0008	-0.003	-80.6
0.0007	-0.003	-0.0008	-0.0023	-80.6
0	-0.0008	-0.0008	-0.0023	-80.7
-0.0008	0	0.0015	-0.0023	-80.7
-0.0008	-0.0015	0.0022	-0.0008	-80.7
-0.0008	-0.0008	0.0007	0.0007	-80.7
0.0007	-0.0008	0.0007	0.0007	-80.7
0.0022	-0.003	0.0015	-0.0008	-80.7
0.003	-0.0023	0.0015	0	-80.7
0.0015	-0.0008	0.0022	-0.0023	-80.7
0.0007	-0.0015	0.0045	-0.0015	-80.7
-0.0008	-0.0008	0.0037	-0.0015	-80.7
-0.0008	-0.0015	0.003	-0.0015	-80.7
0.0015	-0.0008	0.003	0.0007	-80.7
0.0007	-0.0008	0	-0.0008	-80.7
0.0007	-0.0008	0.0015	0	-80.7
-0.0008	0	0.0015	0.0007	-80.7
-0.0008	-0.0015	0.0007	0.0007	-80.7
-0.0015	-0.0008	0	0.0007	-80.7
-0.003	0.0007	0.0007	0	-80.7
-0.003	0.0007	0.0037	0.0007	-80.7
-0.0053	0.0015	0.003	0	-80.7
-0.0046	0.0015	0.003	-0.0008	-80.7
-0.003	0.0015	0.0015	-0.0015	-80.7
-0.003	0.003	0.0007	-0.0008	-80.7
-0.003	0.0007	-0.0015	-0.0015	-80.7
-0.0015	0.0007	-0.0015	-0.0015	-80.7
-0.0008	0.0007	-0.0015	-0.0008	-80.7
0.0007	0.0007	-0.003	-0.0008	-80.7
0.0015	0.0007	-0.0023	-0.0008	-80.7
0.0007	-0.0015	-0.0008	-0.0015	-80.7
0.0007	0.0007	0.0007	-0.0023	-80.7
0.0007	-0.0008	-0.0008	-0.003	-80.7
0.0007	-0.0015	0.0007	-0.0008	-80.7
0.0015	-0.0015	0.0015	-0.0008	-80.7
0.0007	-0.0008	0.0015	-0.0008	-80.7
0.0007	-0.0008	0.0015	-0.0008	-80.7
0.0007	-0.0008	0.0007	-0.0023	-80.7
0.0007	-0.0008	0	-0.003	-80.7
0.0007	-0.0023	-0.0008	-0.0015	-80.7
0	-0.0008	0.0015	-0.0008	-80.7
0.0007	0	0.0015	-0.0008	-80.7
-0.0008	0	0.003	-0.0023	-80.8
-0.0015	-0.0008	0.003	-0.0015	-80.8
0	-0.0015	0.0015	0.0007	-80.8
-0.0008	-0.0008	0.0007	0.0007	-80.8
-0.0008	-0.0008	0	-0.0015	-80.8
0.0015	-0.0023	0.0007	0	-80.8
-0.0008	-0.0046	0.0022	-0.0008	-80.8
0.0007	-0.003	0.003	-0.003	-80.8
0.003	-0.0038	0.0022	-0.003	-80.8
0.003	-0.0023	0.003	-0.0015	-80.8
0.0007	-0.0008	0.0022	-0.0008	-80.8
0.0015	-0.0015	0.0015	0	-80.8
-0.0008	-0.0015	0.0015	0.0007	-80.8
-0.0008	-0.0008	0.0007	-0.0008	-80.8
0.0015	0.0007	0.0007	-0.0008	-80.8
0.0007	-0.0015	0	0	-80.8
0	-0.0015	0.0015	-0.0015	-80.8
-0.0015	-0.0008	0.0007	-0.0023	-80.8
-0.0015	-0.0015	0.0007	-0.0015	-80.8
-0.0023	-0.0008	0.0007	-0.0015	-80.8
-0.0023	-0.0015	0.0007	-0.0023	-80.8
0.0007	-0.0008	0.0015	-0.0015	-80.8
-0.0008	0	0.0022	-0.0008	-80.8
0	-0.0008	0.003	-0.0015	-80.8
-0.0015	-0.0015	0.0022	-0.0008	-80.8
-0.0008	-0.0008	0.003	-0.0008	-80.8
-0.0008	-0.0008	0.003	-0.0008	-80.8
-0.0008	-0.0015	0.0022	-0.0015	-80.8
0	-0.0015	0.0045	-0.0038	-80.8
-0.0015	-0.0008	0.0015	-0.003	-80.8
